Time,hotWaterPump,mashStirrer,controllerInfo,mashVolume,boilerValve,cooler,dispenser3,aerator,waterCirculationPump,boilerVolume,wortPump,dispenser4,plateValve,mashTemp,envTemp,boiler,delayTimer,waterHeater,dispenser1,dispenser2,hwtVolume
07:04:12.067110,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,2.75,33.3,1,1,32
07:04:17.072362,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,2.83333333333,33.3,1,1,32
07:04:22.077586,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,2.91666666667,33.3,1,1,32
07:04:27.079936,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,3.0,33.3,1,1,32
07:04:32.085171,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,0,75.4,1,1,32
07:04:37.086048,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,0,126.4,1,1,32
07:04:42.091269,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,0.0666666666667,134.8,1,1,32
07:04:47.096498,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,0.15,129.3,1,1,32
07:04:52.100396,0,0,0,0,0,212,1,0,0,0,0,1,0,60.0,212,212,0.233333333333,133.8,1,1,32
07:04:57.105860,0.333510637283,0,0,0.333334684372,0,212,1,0,0,0,0,1,0,60.0,212,212,0,130.9,1,1,31.6665399869
07:05:02.111085,2.00193834305,0,0,2.00176032384,0,212,1,0,0,0,0,1,0,60.0,212,212,0,135.4,1,1,29.9981170495
07:05:07.116339,3.66980163256,0,0,3.66963330905,0,212,1,0,0,0,0,1,0,60.0,212,212,0,129.9,1,1,28.3302460512
07:05:12.121570,5.33796628316,0,0,5.33779096603,0,212,1,0,0,0,0,1,0,60.0,212,212,0,134.4,1,1,26.6620790164
07:05:17.126802,7.00574962298,0,0,7.00558702151,0,212,1,0,0,0,0,1,0,60.0,212,212,0,128.9,1,1,24.9942946434
07:05:22.132030,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.0333333333333,156.0,1,1,23.9931393464
07:05:27.137268,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.116666666667,170.5,1,1,23.9931393464
07:05:32.142485,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.2,165.0,1,1,23.9931393464
07:05:37.143536,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.283333333333,169.5,1,1,23.9931393464
07:05:42.148767,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.366666666667,174.0,1,1,23.9931393464
07:05:47.154004,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.45,168.5,1,1,23.9931393464
07:05:52.159237,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.533333333333,173.0,1,1,23.9931393464
07:05:57.164512,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.616666666667,167.5,1,1,23.9931393464
07:06:02.169746,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.7,172.0,1,1,23.9931393464
07:06:07.171261,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.783333333333,166.5,1,1,23.9931393464
07:06:12.176480,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.866666666667,171.0,1,1,23.9931393464
07:06:17.186509,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,0.95,165.5,1,1,23.9931393464
07:06:22.192660,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,1.03333333333,170.0,1,1,23.9931393464
07:06:27.197898,0,0,0,8.00686065356,0,212,1,0,0,0,0,1,0,60.0,212,212,1.11666666667,164.5,1,1,23.9931393464
