Time,hotWaterPump,mashStirrer,controllerInfo,dispenser2,boilerValve,cooler,dispenser3,aerator,waterCirculationPump,boilerVolume,wortPump,dispenser4,plateValve,dispenser1,envTemp,boiler,delayTimer,waterHeater
11:46:37.702654,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,161.2625
11:46:43.971325,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,161.2625
11:46:49.434435,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,161.6
11:46:56.204058,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,161.6
11:47:04.096328,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,161.7125
11:47:09.551975,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,161.9375
11:47:16.132156,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,162.05
11:47:21.589929,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,162.1625
11:47:28.863860,0,0,0,1,0,65.3,1,0,0,0,0,1,0,1,68.9,65.3,0,162.275
11:47:35.134335,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,162.3875
11:47:40.905564,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.3,0,162.6125
11:47:47.175335,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,162.725
11:47:53.946309,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,162.8375
11:48:01.028856,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,162.95
11:48:06.487863,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,163.175
11:48:12.758576,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,163.2875
11:48:18.220738,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,69.0125,65.4125,0,163.4
11:48:23.990008,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,163.5125
11:48:36.837624,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,69.0125,65.4125,0,163.625
11:48:42.298968,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,163.7375
11:48:49.375096,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,68.9,65.4125,0,163.85
11:48:55.143199,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,69.0125,65.4125,0,163.9625
11:49:00.606194,0,0,0,1,0,65.4125,1,0,0,0,0,1,0,1,69.0125,65.4125,0,163.9625
11:49:06.371551,0,0,0,1,0,65.525,1,0,0,0,0,1,0,1,69.0125,65.525,0,163.9625
11:49:14.259099,0,0,0,1,0,65.525,1,0,0,0,0,1,0,1,69.0125,65.525,0,164.075
11:49:19.719374,0,0,0,1,0,65.525,1,0,0,0,0,1,0,1,69.0125,65.525,0,164.1875
11:49:25.182084,0,0,0,1,0,65.525,1,0,0,0,0,1,0,1,69.0125,65.525,0,164.1875
11:49:30.953002,0,0,0,1,0,65.525,1,0,0,0,0,1,0,1,69.0125,65.525,0,164.3
11:49:37.222094,0,0,0,1,0,65.525,1,0,0,0,0,1,0,1,69.0125,65.525,0,164.4125
