Time,hotWaterPump,mashStirrer,controllerInfo,dispenser2,boilerValve,cooler,dispenser3,aerator,waterCirculationPump,boilerVolume,wortPump,dispenser4,plateValve,mashTemp,envTemp,boiler,delayTimer,waterHeater,dispenser1
13:15:05.339944,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.2625,1
13:15:12.414576,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.2625,1
13:15:19.494990,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.375,1
13:15:26.266432,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.4875,1
13:15:34.466786,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.6,1
13:15:42.047847,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.825,1
13:15:48.311108,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.9375,1
13:15:55.386337,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,71.9375,1
13:16:02.966702,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,72.05,1
13:16:09.542168,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,72.05,1
13:16:16.310818,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,72.05,1
13:16:24.198556,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,72.1625,1
13:16:30.467819,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,72.275,1
13:16:38.045013,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,72.3875,1
13:16:45.123193,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,72.3875,1
13:16:52.508230,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.7375,0,72.5,1
13:17:00.088587,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,72.6125,1
13:17:07.163490,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,72.725,1
13:17:14.742190,0,0,0,1,0,73.7375,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,72.95,1
13:17:21.011617,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.0625,1
13:17:29.209018,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.175,1
13:17:35.981858,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.2875,1
13:17:43.054226,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.4,1
13:17:49.324220,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.5125,1
13:17:58.020441,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.5125,1
13:18:04.285083,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.625,1
13:18:11.867827,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.7375,1
13:18:18.140347,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.7375,1
13:18:26.025015,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.85,1
13:18:33.104571,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,73.9625,1
13:18:40.182001,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,74.1875,1
13:18:47.758148,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,74.3,1
13:18:54.027724,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,74.4125,1
13:19:01.413371,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,74.4125,1
13:19:08.685098,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,74.525,1
13:19:15.261121,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,74.75,1
13:19:23.147108,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,74.975,1
13:19:30.723378,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.0875,1
13:19:37.295752,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.0875,1
13:19:45.686966,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.3125,1
13:19:51.952109,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.425,1
13:19:58.220501,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.5375,1
13:20:05.800884,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.7625,1
13:20:13.184526,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.875,1
13:20:19.953963,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,75.9875,1
13:20:27.836884,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,76.1,1
13:20:34.102171,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,76.2125,1
13:20:41.682998,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,76.325,1
13:20:49.067745,0,0,0,1,0,73.85,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,76.4375,1
13:20:55.339605,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,76.55,1
13:21:03.726493,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.85,0,76.6625,1
13:21:09.993118,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,76.775,1
13:21:17.876881,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.0,1
13:21:24.952748,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.1125,1
13:21:32.029414,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.225,1
13:21:38.804009,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.3375,1
13:21:46.190845,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.45,1
13:21:53.267351,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.5625,1
13:22:00.844789,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.675,1
13:22:07.113104,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,77.9,1
13:22:14.692904,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.0125,1
13:22:21.771888,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.125,1
13:22:28.347642,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.35,1
13:22:36.733663,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.4625,1
13:22:43.809899,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.575,1
13:22:50.886030,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.575,1
13:22:57.963999,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.6875,1
13:23:05.038326,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.8,1
13:23:12.614426,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,78.9125,1
13:23:19.691744,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,79.025,1
13:23:26.268022,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,79.1375,1
13:23:40.116803,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,79.475,1
13:23:47.189936,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,79.5875,1
13:23:54.772166,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,73.9625,0,79.8125,1
13:24:02.156671,0,0,0,1,0,73.9625,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,80.0375,1
13:24:08.928180,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,80.15,1
13:24:16.814793,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,80.375,1
13:24:23.390753,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.975,74.975,74.075,0,80.375,1
13:24:30.970306,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,80.6,1
13:24:38.047676,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,80.6,1
13:24:45.125529,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,80.825,1
13:24:53.517678,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.05,1
13:25:00.097318,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.05,1
13:25:06.362787,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.1625,1
13:25:13.135583,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.275,1
13:25:20.213551,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.5,1
13:25:28.094952,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.6125,1
13:25:34.868584,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.725,1
13:25:41.446684,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.975,74.975,74.075,0,81.8375,1
13:25:50.144313,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,81.95,1
13:25:56.911827,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.975,74.975,74.075,0,82.0625,1
13:26:03.488704,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.975,74.8625,74.075,0,82.175,1
13:26:11.066646,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,82.4,1
13:26:18.141967,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.8625,74.8625,74.075,0,82.5125,1
13:26:25.219556,0,0,0,1,0,74.075,1,0,0,0,0,1,0,74.975,74.975,74.075,0,82.625,1
13:26:31.990702,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,82.7375,1
13:26:39.373614,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.8625,74.075,0,82.85,1
13:26:46.447361,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.8625,74.8625,74.1875,0,82.9625,1
13:26:54.024124,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.8625,74.8625,74.1875,0,83.075,1
13:27:01.411418,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,83.1875,1
13:27:08.179302,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,83.3,1
13:27:15.256288,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,83.525,1
13:27:22.333304,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,83.6375,1
13:27:29.107875,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,83.8625,1
13:27:36.493552,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,83.975,1
13:27:43.571705,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.0875,1
13:27:49.339951,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.2,1
13:27:56.723852,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.2,1
13:28:03.802338,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.425,1
13:28:10.379481,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.425,1
13:28:16.646866,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.5375,1
13:28:25.037219,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.7625,1
13:28:31.615337,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.875,1
13:28:38.691741,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,84.9875,1
13:28:46.270179,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.1875,0,85.1,1
13:28:53.349341,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,85.325,1
13:29:00.427993,0,0,0,1,0,74.1875,1,0,0,0,0,1,0,74.975,74.975,74.3,0,85.4375,1
13:29:07.194989,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,85.55,1
13:29:14.580233,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,85.775,1
13:29:21.352251,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,85.8875,1
13:29:29.234851,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.0,1
13:29:35.811866,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.1125,1
13:29:42.389276,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.225,1
13:29:48.963300,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.3375,1
13:29:56.847937,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.45,1
13:30:02.614816,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.5625,1
13:30:09.690685,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.675,1
13:30:17.268395,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.7875,1
13:30:24.345165,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,86.9,1
13:30:31.424372,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,87.0125,1
13:30:38.196203,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,87.125,1
13:30:46.389598,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,87.2375,1
13:30:53.155893,0,0,0,1,0,74.3,1,0,0,0,0,1,0,74.975,74.975,74.3,0,87.35,1
13:30:59.424753,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,87.4625,1
13:31:06.807885,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.3,0,87.6875,1
13:31:13.580000,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.3,0,87.8,1
13:31:21.467384,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,87.8,1
13:31:28.856139,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,88.025,1
13:31:36.125617,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,88.25,1
13:31:42.701880,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,88.3625,1
13:31:49.778288,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,88.475,1
13:31:57.359348,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,88.7,1
13:32:04.748715,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,88.7,1
13:32:11.013699,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,88.925,1
13:32:18.592765,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,89.0375,1
13:32:25.669409,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,89.15,1
13:32:32.244775,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,89.375,1
13:32:46.092795,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,89.6,1
13:32:53.170782,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,89.6,1
13:33:00.751549,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,89.825,1
13:33:08.135065,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,89.9375,1
13:33:14.403806,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,90.05,1
13:33:22.793255,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,90.1625,1
13:33:30.182907,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,90.275,1
13:33:36.948135,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,90.5,1
13:33:44.025436,0,0,0,1,0,74.4125,1,0,0,0,0,1,0,74.975,74.975,74.4125,0,90.6125,1
13:33:51.101629,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,90.725,1
13:33:58.181768,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,90.725,1
13:34:05.257520,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,90.95,1
13:34:12.334538,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.175,1
13:34:19.915913,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.2875,1
13:34:26.188160,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.4,1
13:34:33.574794,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.4,1
13:34:41.967878,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.5125,1
13:34:47.424806,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.625,1
13:34:54.499360,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.625,1
13:35:02.388152,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.85,1
13:35:09.467434,0,0,0,1,0,74.525,1,0,0,0,0,1,0,75.0875,74.975,74.525,0,91.9625,1
13:35:16.542044,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,91.9625,1
13:35:24.123330,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,75.0875,74.525,0,92.1875,1
13:35:30.697153,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,92.525,1
13:35:37.773677,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,92.6375,1
13:35:45.355926,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,92.75,1
13:35:51.624803,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,92.8625,1
13:35:59.820043,0,0,0,1,0,74.525,1,0,0,0,0,1,0,75.0875,75.0875,74.525,0,92.975,1
13:36:06.590432,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,93.2,1
13:36:13.666670,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,93.3125,1
13:36:20.245774,0,0,0,1,0,74.525,1,0,0,0,0,1,0,74.975,74.975,74.525,0,93.3125,1
13:36:28.324703,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,93.425,1
13:36:34.901173,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,93.5375,1
13:36:41.974583,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,93.7625,1
13:36:48.748082,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,93.875,1
13:36:56.127525,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,93.9875,1
13:37:02.397694,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,94.1,1
13:37:10.784308,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,94.2125,1
13:37:17.052931,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,94.325,1
13:37:24.437435,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,94.4375,1
13:37:32.828058,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,94.55,1
13:37:39.091598,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,94.775,1
13:37:46.477222,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,94.8875,1
13:37:52.937151,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.0,1
13:38:00.320521,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.1125,1
13:38:07.396602,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.3375,1
13:38:14.974093,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.45,1
13:38:21.242477,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.5625,1
13:38:28.626627,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.675,1
13:38:36.204366,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.7875,1
13:38:43.276316,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,95.9,1
13:38:49.548386,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,96.0125,1
13:38:57.127029,0,0,0,1,0,74.6375,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,96.125,1
13:39:05.320804,0,0,0,1,0,74.75,1,0,0,0,0,1,0,75.0875,75.0875,74.6375,0,96.2375,1
